"Sex","Race/Ethnicity","First Year","Last Year","Cause of Injury","Disp","ageRangLo","ageRangHi","Age in Years","Year","Injuries","Population","records","suppressed","cv","Number of$Cases (Sample)","Standard$Error","CV","Lower 95%$Confidence$Limit","Upper 95%$Confidence$Limit","ageadj"
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","64","2020","14466","259,603","297",".","0.21","297","3043","21","8503","20429","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","64","2020","3578","208,227","68",".","0.271","68","968","27.1","1680","5476","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","64","2020","2676","131,118","48",".","0.225","48","602","22.5","1495","3857","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","64","2020",".",".",".","1",".",".",".",".",".",".","."
"U","A","2020","2020","Overall All Injury Causes","All Cases","0","199","64","2020",".",".",".","1",".",".",".",".",".",".","."
"U","N","2020","2020","Overall All Injury Causes","All Cases","0","199","64","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020","224521","3,897,420","3324",".","0.115","3324","25730","11.5","174090","274953","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020","126265","2,824,537","1495",".","0.172","1495","21679","17.2","83775","168755","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020","28447","453,401","587",".","0.288","587","8187","28.8","12400","44494","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020",".","383,761",".","1",".",".",".",".",".",".","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020","4266","235,721","93",".","0.287","93","1226","28.7","1863","6669","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020","121793","1,846,576","1839",".","0.137","1839","16692","13.7","89076","154510","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020","70117","1,358,028","819",".","0.225","819","15773","22.5","39202","101033","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020",".","201,756",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020",".","181,464",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020",".","105,328",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020","102728","2,050,844","1485",".","0.119","1485","12204","11.9","78808","126648","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020","56147","1,466,509","676",".","0.138","676","7733","13.8","40990","71305","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020","10471","251,645","220",".","0.271","220","2834","27.1","4918","16025","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020",".","202,297",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020",".","130,393",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","65","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020","207099","3,720,410","3239",".","0.123","3239","25431","12.3","157254","256944","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020","110782","2,730,457","1362",".","0.126","1362","14004","12.6","83334","138231","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020","27745","420,701","575",".","0.295","575","8196","29.5","11681","43810","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020","6023","349,212","129",".","0.254","129","1528","25.4","3029","9017","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020",".","220,040",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020","105403","1,750,568","1757",".","0.12","1757","12687","12","80536","130270","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020","54834","1,305,277","695",".","0.123","695","6734","12.3","41636","68032","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020",".","184,279",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020","3556","162,992","72",".","0.239","72","850","23.9","1890","5222","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020",".","98,020",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020","101697","1,969,842","1482",".","0.142","1482","14431","14.2","73413","129981","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020","55948","1,425,180","667",".","0.141","667","7893","14.1","40478","71417","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020","9989","236,422","204",".","0.272","204","2720","27.2","4657","15320","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020",".","186,220",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020",".","122,020",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","66","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020","206474","3,562,236","3014",".","0.126","3014","25954","12.6","155604","257344","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020","111612","2,638,816","1336",".","0.139","1336","15502","13.9","81228","141996","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020","24679","389,350","495",".","0.281","495","6924","28.1","11107","38250","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020",".","324,451",".","1",".",".",".",".",".",".","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020","3880","209,619","81",".","0.234","81","907","23.4","2102","5658","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020","104517","1,670,185","1573",".","0.125","1573","13034","12.5","78971","130063","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020","55798","1,257,282","687",".","0.137","687","7631","13.7","40841","70755","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020",".","169,111",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020",".","150,545",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020","1643","93,247","35",".","0.284","35","467","28.4","728","2558","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020","101957","1,892,051","1441",".","0.137","1441","13990","13.7","74537","129377","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020","55813","1,381,534","649",".","0.151","649","8428","15.1","39294","72333","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020","9372","220,239","191",".","0.229","191","2144","22.9","5169","13574","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020",".","173,906",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020","2237","116,372","46",".","0.282","46","631","28.2","1001","3473","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","67","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020","189742","3,407,082","2781",".","0.134","2781","25374","13.4","140010","239475","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020","103056","2,544,978","1265",".","0.138","1265","14183","13.8","75257","130854","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020","19483","364,696","401",".","0.254","401","4945","25.4","9791","29176","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020",".","299,730",".","1",".",".",".",".",".",".","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020",".","197,678",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020","97994","1,593,647","1455",".","0.116","1455","11331","11.6","75785","120202","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020","54239","1,210,993","666",".","0.136","666","7399","13.6","39736","68741","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020","11409","156,776","225",".","0.242","225","2757","24.2","6005","16812","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020",".","138,611",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020",".","87,267",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020","91749","1,813,435","1326",".","0.159","1326","14593","15.9","63146","120351","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020","48817","1,333,985","599",".","0.152","599","7432","15.2","34251","63384","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020","8075","207,920","176",".","0.283","176","2285","28.3","3596","12553","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020","2967","161,119","53",".","0.261","53","774","26.1","1451","4484","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020",".","110,411",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","68","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020","187306","3,286,519","2796",".","0.131","2796","24451","13.1","139383","235230","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020","103675","2,452,514","1264",".","0.136","1264","14079","13.6","76079","131271","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020","23094","357,079","428",".","0.293","428","6774","29.3","9817","36371","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020","6339","287,985","124",".","0.288","124","1825","28.8","2763","9916","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020","3702","188,941","78",".","0.273","78","1010","27.3","1722","5682","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020","93679","1,529,375","1477",".","0.135","1477","12611","13.5","68962","118396","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020","50457","1,161,524","629",".","0.134","629","6746","13.4","37235","63679","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020",".","152,284",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020","3523","132,897","71",".","0.286","71","1007","28.6","1550","5496","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020",".","82,670",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020","93627","1,757,144","1319",".","0.133","1319","12452","13.3","69222","118033","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020","53218","1,290,990","635",".","0.146","635","7762","14.6","38003","68432","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020","9960","204,795","186",".","0.279","186","2780","27.9","4511","15410","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020",".","155,088",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020","1843","106,271","39",".","0.273","39","503","27.3","857","2828","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","69","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020","180806","3,192,029","2648",".","0.147","2648","26597","14.7","128676","232935","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020","101807","2,376,834","1227",".","0.133","1227","13511","13.3","75326","128288","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020","17348","343,932","355",".","0.274","355","4752","27.4","8035","26661","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020",".","276,684",".","1",".",".",".",".",".",".","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020","3104","194,579","69",".","0.251","69","780","25.1","1575","4633","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020","87441","1,485,086","1315",".","0.146","1315","12758","14.6","62436","112447","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020","48346","1,126,169","588",".","0.144","588","6963","14.4","34699","61994","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020",".","146,809",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020",".","126,479",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020","1557","85,629","38",".","0.262","38","408","26.2","758","2356","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020","93364","1,706,943","1333",".","0.156","1333","14519","15.6","64906","121822","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020","53460","1,250,665","639",".","0.137","639","7346","13.7","39063","67858","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020","8542","197,123","171",".","0.28","171","2388","28","3862","13223","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020",".","150,205",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020","1547","108,950","31",".","0.273","31","422","27.3","720","2374","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","70","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020","182175","3,074,732","2597",".","0.155","2597","28197","15.5","126909","237441","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020","98730","2,327,761","1193",".","0.135","1193","13309","13.5","72644","124815","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020","17111","315,218","337",".","0.257","337","4397","25.7","8492","25729","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020","5199","253,331","103",".","0.283","103","1473","28.3","2311","8087","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020","2542","178,422","54",".","0.29","54","737","29","1097","3987","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020","88206","1,426,391","1273",".","0.154","1273","13560","15.4","61628","114784","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020","46242","1,098,861","563",".","0.143","563","6595","14.3","33315","59169","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020","9892","133,506","190",".","0.277","190","2743","27.7","4515","15269","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020","2329","115,365","51",".","0.298","51","693","29.8","970","3688","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020","1327","78,659","30",".","0.294","30","390","29.4","562","2093","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020","93969","1,648,341","1324",".","0.16","1324","15016","16","64538","123399","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020","52488","1,228,900","630",".","0.137","630","7173","13.7","38430","66546","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020","7218","181,712","147",".","0.267","147","1928","26.7","3440","10997","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020",".","137,966",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020",".","99,763",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","71","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020","186485","3,017,173","2738",".","0.162","2738","30162","16.2","127367","245603","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020","99486","2,312,557","1225",".","0.139","1225","13779","13.9","72478","126493","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020","15669","295,379","323",".","0.3","323","4702","30","6453","24885","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020","4806","241,673","94",".","0.297","94","1428","29.7","2006","7605","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020","2361","167,564","51",".","0.236","51","557","23.6","1270","3452","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020","87064","1,398,098","1293",".","0.153","1293","13360","15.3","60879","113249","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020","47225","1,089,963","582",".","0.149","582","7035","14.9","33437","61013","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020",".","124,450",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020",".","109,397",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020",".","74,288",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020","99422","1,619,075","1445",".","0.175","1445","17360","17.5","65397","133447","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020","52261","1,222,594","643",".","0.141","643","7365","14.1","37826","66696","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020",".","170,929",".","1",".",".",".",".",".",".","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020",".","132,276",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020",".","93,276",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","72","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020","185425","3,117,385","2644",".","0.173","2644","32121","17.3","122469","248382","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020","103555","2,455,538","1291",".","0.135","1291","14008","13.5","76100","131010","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020","13238","276,303","288",".","0.294","288","3889","29.4","5614","20861","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020","4959","228,735","88",".","0.299","88","1482","29.9","2053","7865","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020",".","156,809",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020","87890","1,442,000","1244",".","0.174","1244","15285","17.4","57932","117848","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020","47264","1,154,284","591",".","0.14","591","6628","14","34274","60254","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020",".","115,809",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020",".","102,526",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020",".","69,381",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020","97536","1,675,385","1400",".","0.175","1400","17042","17.5","64134","130937","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020","56291","1,301,254","700",".","0.138","700","7769","13.8","41064","71518","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020","5943","160,494","138",".","0.293","138","1743","29.3","2527","9359","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020",".","126,209",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020",".","87,428",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","73","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020","149621","2,274,412","2130",".","0.175","2130","26151","17.5","98365","200877","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020","80825","1,728,096","996",".","0.141","996","11429","14.1","58425","103225","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020",".","218,450",".","1",".",".",".",".",".",".","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020",".","196,908",".","1",".",".",".",".",".",".","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020",".","130,958",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020","67093","1,041,614","964",".","0.174","964","11676","17.4","44208","89977","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020","37099","806,542","449",".","0.152","449","5642","15.2","26041","48158","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020",".","90,160",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020",".","86,771",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020",".","58,141",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020","82529","1,232,798","1166",".","0.18","1166","14867","18","53389","111669","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020","43726","921,554","547",".","0.145","547","6346","14.5","31287","56164","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020",".","128,290",".","1",".",".",".",".",".",".","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020",".","110,137",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020",".","72,817",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","74","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020","148890","2,219,565","2124",".","0.185","2124","27550","18.5","94892","202887","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020","82115","1,696,066","1016",".","0.14","1016","11493","14","59589","104640","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020","8820","212,944","185",".","0.276","185","2431","27.6","4056","13583","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020",".","185,456",".","1",".",".",".",".",".",".","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020",".","125,099",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020","68446","1,009,458","968",".","0.182","968","12459","18.2","44026","92867","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020","38400","785,710","460",".","0.142","460","5465","14.2","27688","49112","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020","4544","87,093","96",".","0.297","96","1351","29.7","1895","7193","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020",".","81,550",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020",".","55,105",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020","80443","1,210,107","1156",".","0.19","1156","15279","19","50497","110390","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020","43715","910,356","556",".","0.145","556","6351","14.5","31267","56162","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020","4275","125,851","89",".","0.275","89","1176","27.5","1970","6580","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020",".","103,906",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020",".","69,994",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","75","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020","152248","2,130,427","2154",".","0.168","2154","25551","16.8","102168","202327","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020","88592","1,652,447","1064",".","0.138","1064","12225","13.8","64632","112552","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020",".","195,042",".","1",".",".",".",".",".",".","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020",".","168,496",".","1",".",".",".",".",".",".","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020",".","114,442",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020","67741","961,529","962",".","0.152","962","10278","15.2","47596","87886","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020","41431","759,381","505",".","0.138","505","5717","13.8","30225","52636","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","76","2020",".","79,112",".","1",".",".",".",".",".",".","."
