INDICATOR;PANEL;PANEL_NUM;UNIT;UNIT_NUM;STUB_NAME;STUB_NAME_NUM;STUB_LABEL;STUB_LABEL_NUM;YEAR;YEAR_NUM;AGE;AGE_NUM;ESTIMATE;SE;FLAG
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;Under 6 years;1.21;2005;9;Under 6 years;1.21;3.7;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;Under 6 years;1.21;2006;10;Under 6 years;1.21;3.7;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;Under 6 years;1.21;2007;11;Under 6 years;1.21;2.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;Under 6 years;1.21;2008;12;Under 6 years;1.21;4.0;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;Under 6 years;1.21;2009;13;Under 6 years;1.21;4.9;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;Under 6 years;1.21;2010;14;Under 6 years;1.21;3.9;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;Under 6 years;1.21;2011;15;Under 6 years;1.21;3.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;Under 6 years;1.21;2012;16;Under 6 years;1.21;2.8;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;Under 6 years;1.21;2013;17;Under 6 years;1.21;2.7;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;Under 6 years;1.21;2014;18;Under 6 years;1.21;2.8;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;Under 6 years;1.21;2015;19;Under 6 years;1.21;1.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;Under 6 years;1.21;2016;20;Under 6 years;1.21;2.2;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;Under 6 years;1.21;2017;21;Under 6 years;1.21;2.5;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;Under 6 years;1.21;2018;22;Under 6 years;1.21;3.1;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;1997;1;6-17 years;1.22;6.8;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;1998;2;6-17 years;1.22;6.4;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;1999;3;6-17 years;1.22;7.0;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2000;4;6-17 years;1.22;6.8;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2001;5;6-17 years;1.22;7.5;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2002;6;6-17 years;1.22;6.8;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2003;7;6-17 years;1.22;6.5;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2004;8;6-17 years;1.22;7.5;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2005;9;6-17 years;1.22;8.4;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2006;10;6-17 years;1.22;7.9;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2007;11;6-17 years;1.22;7.5;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2008;12;6-17 years;1.22;8.1;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2009;13;6-17 years;1.22;7.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2010;14;6-17 years;1.22;7.5;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2011;15;6-17 years;1.22;6.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2012;16;6-17 years;1.22;6.4;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2013;17;6-17 years;1.22;5.7;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2014;18;6-17 years;1.22;4.7;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2015;19;6-17 years;1.22;4.9;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2016;20;6-17 years;1.22;4.4;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2017;21;6-17 years;1.22;5.2;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;6-17 years;1.22;2018;22;6-17 years;1.22;5.3;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;1997;1;18-64 years;1.3;10.6;0.2;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;1998;2;18-64 years;1.3;9.2;0.2;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;1999;3;18-64 years;1.3;9.3;0.2;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2000;4;18-64 years;1.3;9.7;0.2;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2001;5;18-64 years;1.3;10.4;0.2;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2002;6;18-64 years;1.3;10.4;0.2;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2003;7;18-64 years;1.3;11.5;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2004;8;18-64 years;1.3;13.2;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2005;9;18-64 years;1.3;13.0;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2006;10;18-64 years;1.3;13.6;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2007;11;18-64 years;1.3;13.0;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2008;12;18-64 years;1.3;15.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2009;13;18-64 years;1.3;16.8;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2010;14;18-64 years;1.3;17.3;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2011;15;18-64 years;1.3;16.4;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2012;16;18-64 years;1.3;14.8;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2013;17;18-64 years;1.3;14.3;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2014;18;18-64 years;1.3;12.6;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2015;19;18-64 years;1.3;11.8;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2016;20;18-64 years;1.3;11.0;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2017;21;18-64 years;1.3;11.5;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-64 years;1.3;2018;22;18-64 years;1.3;12.2;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;1997;1;18-44 years;1.31;11.7;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;1998;2;18-44 years;1.31;9.9;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;1999;3;18-44 years;1.31;10.2;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2000;4;18-44 years;1.31;10.7;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2001;5;18-44 years;1.31;11.3;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2002;6;18-44 years;1.31;11.5;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2003;7;18-44 years;1.31;12.3;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2004;8;18-44 years;1.31;14.5;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2005;9;18-44 years;1.31;14.1;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2006;10;18-44 years;1.31;14.2;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2007;11;18-44 years;1.31;14.2;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2008;12;18-44 years;1.31;16.6;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2009;13;18-44 years;1.31;18.2;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2010;14;18-44 years;1.31;17.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2011;15;18-44 years;1.31;16.7;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2012;16;18-44 years;1.31;15.4;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2013;17;18-44 years;1.31;14.2;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2014;18;18-44 years;1.31;12.2;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2015;19;18-44 years;1.31;11.6;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2016;20;18-44 years;1.31;9.9;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2017;21;18-44 years;1.31;10.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-44 years;1.31;2018;22;18-44 years;1.31;12.1;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;1997;1;18-24 years;1.311;11.6;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;1998;2;18-24 years;1.311;9.8;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;1999;3;18-24 years;1.311;11.4;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2000;4;18-24 years;1.311;11.7;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2001;5;18-24 years;1.311;11.7;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2002;6;18-24 years;1.311;11.7;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2003;7;18-24 years;1.311;11.8;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2004;8;18-24 years;1.311;14.8;0.8;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2005;9;18-24 years;1.311;13.7;0.8;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2006;10;18-24 years;1.311;14.1;0.8;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2007;11;18-24 years;1.311;13.2;0.9;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2008;12;18-24 years;1.311;13.4;0.9;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2009;13;18-24 years;1.311;16.3;0.9;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2010;14;18-24 years;1.311;17.4;0.9;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2011;15;18-24 years;1.311;13.3;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2012;16;18-24 years;1.311;13.1;0.8;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2013;17;18-24 years;1.311;11.4;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2014;18;18-24 years;1.311;9.2;0.8;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2015;19;18-24 years;1.311;9.4;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2016;20;18-24 years;1.311;6.8;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2017;21;18-24 years;1.311;7.8;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;18-24 years;1.311;2018;22;18-24 years;1.311;8.7;0.8;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;25-34 years;1.312;1997;1;25-34 years;1.312;12.3;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;25-34 years;1.312;1998;2;25-34 years;1.312;11.3;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;25-34 years;1.312;1999;3;25-34 years;1.312;10.4;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;25-34 years;1.312;2000;4;25-34 years;1.312;10.8;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;25-34 years;1.312;2001;5;25-34 years;1.312;12.1;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;25-34 years;1.312;2002;6;25-34 years;1.312;12.1;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Nonreceipt of needed dental care due to cost;3;Percent, crude;1;Age;1;25-34 years;1.312;2003;7;25-34 years;1.312;13.2;0.5;
